state,region,year,public,hwy,water,other,private,gsp,emp,unemp,lpcap
2,8,1979,15547.62,8.6310787,7.6650457,8.963418,10.385217,10.432438,6.8874507,5.0999999,9.6516628
2,8,1980,16344.9,8.6517906,7.6804709,9.0429716,10.427326,10.454725,6.921658,6.6999998,9.7016716
2,8,1981,17088.301,8.6683769,7.7255154,9.1057396,10.501971,10.470051,6.9477448,6.0999999,9.7461491
2,8,1982,17650.57,8.6858387,7.7736788,9.143652,10.527609,10.422371,6.93712,9.8999996,9.7785234
2,8,1983,18108.24,8.7028208,7.8293839,9.1669102,10.540854,10.490246,6.9826775,9.1000004,9.804122
2,8,1984,18792.09,8.7162819,7.8535194,9.2218599,10.553988,10.596885,7.0748787,5,9.8411913
2,8,1985,19414.85,8.7455244,7.914753,9.2490768,10.577626,10.677062,7.1535211,6.5,9.8737936
2,8,1986,20212.42,8.7877388,7.9804173,9.2813463,10.696236,10.737657,7.198782,6.9000001,9.914053
3,7,1970,7613.2598,8.2018604,6.4692349,8.1078825,9.8908901,9.6416035,6.2845073,5,8.9376469
3,7,1971,7982.0298,8.2125549,6.4794769,8.2006836,9.9348154,9.6913462,6.3117347,5.4000001,8.9849482
3,7,1972,8309.0098,8.2374926,6.5050364,8.258544,9.9638996,9.7814331,6.3656111,4.5999999,9.0250959
3,7,1973,8399.5898,8.2673903,6.5392389,8.2461872,9.9829464,9.8429413,6.4208088,4.0999999,9.0359383
3,7,1974,8512.0498,8.2905407,6.5884037,8.242609,10.027289,9.8671865,6.4625611,4.8000002,9.0492382
3,7,1975,8651.2598,8.3068819,6.610023,8.2576714,10.065576,9.8534565,6.4358296,9.5,9.0654602
3,7,1976,8921.9102,8.3393574,6.6351328,8.2878122,10.171933,9.9172421,6.49224,7.0999999,9.0962658
3,7,1977,9234.8496,8.3702049,6.6765041,8.32477,10.193052,9.9716129,6.5447745,6.5999999,9.1307392
3,7,1978,9374.54,8.3906498,6.7105355,8.330348,10.219337,10.045985,6.5967364,6.4000001,9.1457529
3,7,1979,9554.8301,8.4080944,6.7560368,8.345788,10.253941,10.064798,6.6192727,6.1999998,9.1648016
3,7,1980,9705.2402,8.4187775,6.7916818,8.3625212,10.291349,10.052339,6.6097536,7.5999999,9.1804209
3,7,1981,9872.8701,8.4357052,6.8207583,8.3773499,10.349325,10.091377,6.6067853,9.1000004,9.197546
3,7,1982,9919.3496,8.4513741,6.8089509,8.3737688,10.373764,10.063137,6.57939,9.8000002,9.2022429
3,7,1983,9861.7598,8.4473457,6.8396263,8.3581829,10.385469,10.102953,6.6084056,10,9.1964197
3,7,1984,9754.5498,8.4455614,6.8401184,8.3346109,10.39285,10.185352,6.6595502,8.8999996,9.1854887
3,7,1985,9675.4697,8.4423189,6.8533411,8.3160877,10.411192,10.209464,6.6809802,8.6999998,9.1773491
3,7,1986,9787.2002,8.4452047,6.8676205,8.3365917,10.400903,10.245942,6.7017145,8.6999998,9.1888304
4,9,1970,128545.36,10.668056,9.7890444,11.123532,12.059843,12.483451,8.8459501,7.1999998,11.764037
4,9,1971,132263.33,10.709257,9.8227129,11.142542,12.105502,12.489747,8.8417377,8.8000002,11.79255
4,9,1972,134451.52,10.737386,9.8423471,11.150408,12.142003,12.546676,8.8832102,7.5999999,11.808959
5,8,1970,11402.52,8.390089,7.6801896,8.4834871,10.073642,10.153818,6.6203399,4.4000001,9.3415899
5,8,1971,11682.06,8.4196949,7.6807342,8.5132513,10.134075,10.216143,6.6682281,4,9.3658094
5,8,1972,12010.91,8.4674969,7.6655145,8.5408783,10.166243,10.29634,6.7678032,3.5999999,9.3935709
5,8,1973,12473.28,8.513629,7.699131,8.5725613,10.21784,10.386438,6.8416157,3.4000001,9.431344
5,8,1974,12964.14,8.5455341,7.7460799,8.6139421,10.266856,10.405444,6.8666205,3.8,9.4699421
5,8,1975,13483.92,8.5608482,7.8096552,8.6650143,10.306931,10.422073,6.8705726,6.9000001,9.5092535
5,8,1976,14090.24,8.5788717,7.8700171,8.7249422,10.453944,10.469455,6.9111495,5.9000001,9.5532379
5,8,1977,14736.89,8.6058979,7.9183774,8.7835169,10.466413,10.530201,6.9642301,6.1999998,9.5981092
5,8,1978,15240.49,8.6302519,7.9682918,8.8179035,10.49719,10.6096,7.0475173,5.5999999,9.631711
5,8,1979,15711.11,8.649272,8.032156,8.8431463,10.536744,10.667024,7.1049652,4.8000002,9.6621237
5,8,1980,16272.57,8.6598883,8.0939178,8.8861589,10.580251,10.689396,7.1317782,5.9000001,9.6972361
5,8,1981,16692.711,8.6691446,8.1787338,8.8967028,10.728999,10.707617,7.1664205,5.5,9.7227278
5,8,1982,17027.51,8.6735163,8.221221,8.9176407,10.758127,10.720002,7.1828079,7.6999998,9.7425852
5,8,1983,17388.99,8.6789465,8.2684393,8.9375181,10.773192,10.747702,7.1908269,6.5999999,9.7635927
5,8,1984,17785.25,8.6899357,8.2941217,8.967268,10.786695,10.806328,7.2458692,5.5999999,9.7861252
5,8,1985,18327.109,8.7090521,8.3316031,9.0016603,10.815636,10.836045,7.2574964,5.9000001,9.8161364
5,8,1986,18889.539,8.7240124,8.3756847,9.036047,10.76817,10.854778,7.2501388,7.4000001,9.846364
6,1,1970,15865.66,8.886981,7.6998878,8.7672386,10.089235,10.568235,7.0879912,5.5999999,9.6719122
6,1,1971,16559.99,8.8973045,7.7860699,8.8306761,10.132511,10.558803,7.0598755,8.8999996,9.7147446
6,1,1972,17346.789,8.910243,7.8794961,8.8951912,10.173193,10.597559,7.0820446,8.1999998,9.7611628
6,1,1973,17803.119,8.921607,7.9161363,8.9319267,10.214715,10.649156,7.1218176,5.6999998,9.7871294
6,1,1974,18225.199,8.9294024,7.9658928,8.9610386,10.269273,10.641297,7.1420364,6.1999998,9.8105602
6,1,1975,18686.779,8.9340019,8.0154362,8.9963923,10.319104,10.593379,7.1093893,9.1000004,9.8355713
6,1,1976,18871.061,8.9342365,8.0404892,9.0093975,10.226601,10.629247,7.1226249,9.5,9.8453846
6,1,1977,18798.539,8.9228878,8.0605116,9.0033054,10.249497,10.668397,7.1564107,7,9.8415346
6,1,1978,18566.24,8.9027386,8.0690384,8.9897099,10.282165,10.710945,7.2049665,5.3000002,9.8291006
6,1,1979,18487.061,8.8920708,8.1001434,8.9769001,10.323823,10.73657,7.2427979,5.0999999,9.8248262
6,1,1980,18385.98,8.8807249,8.1277761,8.9627399,10.368607,10.735288,7.2631893,5.9000001,9.8193436
6,1,1981,18271.34,8.868392,8.1305952,8.9581118,10.370225,10.766315,7.2714953,6.1999998,9.8130894
6,1,1982,18030.08,8.8560982,8.1232405,8.9412985,10.403275,10.763018,7.2652898,6.9000001,9.7997971
6,1,1983,17739.881,8.8478355,8.1116037,8.9156542,10.424319,10.831589,7.2769022,6,9.7835703
6,1,1984,17494.359,8.8379326,8.1018114,8.8960667,10.446954,10.917213,7.3267946,4.5999999,9.7696342
6,1,1985,17317.131,8.8337021,8.1056242,8.8738098,10.48616,10.972722,7.3539143,4.9000001,9.7594519
6,1,1986,17290.609,8.8361034,8.1060772,8.8675575,10.606913,11.030849,7.3803806,3.8,9.7579184
7,5,1970,4250.9502,7.6396184,5.4563036,7.569293,8.7173777,8.8338995,5.3789754,4.8000002,8.3548975
7,5,1971,4405.9102,7.6385498,5.4402943,7.6490588,8.7579756,8.9091005,5.4156556,5.6999998,8.3907022
7,5,1972,4560.71,7.6522131,5.4535675,7.7060819,8.7952261,8.9655905,5.4484601,4.6999998,8.4252338
7,5,1973,4725.1201,7.6619411,5.6484108,7.7473378,8.83813,9.0599823,5.4781356,4.5999999,8.4606485
7,5,1974,4927.52,7.6941605,5.7817307,7.7864313,8.8906641,8.9589262,5.4514675,6,8.5025911
7,5,1975,4988.3701,7.6950574,5.8570185,7.8002572,8.9390602,8.939188,5.4376445,9.6999998,8.5148649
7,5,1976,4959.8701,7.6785207,5.8822074,7.799696,8.9497795,8.9947929,5.4667935,8.8999996,8.5091352
7,5,1977,4958.4702,7.6773772,5.9917393,7.7829781,8.9677277,9.0255756,5.4756265,8.3999996,8.508853
7,5,1978,4954.21,7.6661701,6.0889316,7.7741747,8.9997368,9.0347958,5.5126219,7.5,8.5079927
7,5,1979,4936.9102,7.6515527,6.1781721,7.7625494,9.0402584,9.0312138,5.5479083,8,8.5044947
7,5,1980,4868.7402,7.6358981,6.1910529,7.7446303,9.0837994,9.0118895,5.5576,7.6999998,8.4905901
7,5,1981,4825.9702,7.6256633,6.1973195,7.7338586,9.110467,9.0292978,5.5576,7.9000001,8.4817667
7,5,1982,4786.3701,7.6201067,6.1898441,7.7230406,9.1407461,9.0401449,5.5576,8.5,8.4735279
7,5,1983,4768.1699,7.6156778,6.1789188,7.7213178,9.1576529,9.0918941,5.5838723,8.1000004,8.469718
7,5,1984,4743.8599,7.6193609,6.1806374,7.706748,9.1727018,9.1428108,5.6347895,6.1999998,8.4646063
7,5,1985,4731.4902,7.622478,6.1957922,7.6949391,9.2024326,9.1797781,5.6815367,5.3000002,8.4619951
7,5,1986,4716.73,7.6266479,6.1985397,7.6836476,9.2737846,9.217515,5.7143927,4.3000002,8.4588709
8,5,1970,29696.859,9.4432201,8.3368435,9.4649572,10.953925,11.151109,7.6741996,4.4000001,10.298797
8,5,1971,30683.09,9.4629354,8.362402,9.5124054,11.006059,11.200541,7.7303505,4.9000001,10.331467
8,5,1972,32089.119,9.5048151,8.3705587,9.5712862,11.048887,11.306061,7.8292723,4.5,10.376272
8,5,1973,33480.988,9.5467911,8.3589897,9.6299,11.103938,11.417482,7.9297023,4.3000002,10.418733
8,5,1974,34650.289,9.5878801,8.362112,9.6666031,11.162697,11.431314,7.9599047,6.1999998,10.453061
8,5,1975,36103.75,9.6208019,8.399785,9.7161036,11.209245,11.402017,7.918046,11,10.494152
8,5,1976,37942.609,9.6510782,8.4608364,9.7800798,11.375919,11.418142,7.9317517,9,10.54383
8,5,1977,39393.891,9.6671762,8.5949821,9.8091068,11.393011,11.466348,7.983849,8.1999998,10.581366
8,5,1978,40859.398,9.6794119,8.719945,9.838975,11.424286,11.543105,8.0648251,6.5999999,10.617892
8,5,1979,42107.129,9.6940508,8.7987127,9.8658161,11.462773,11.600213,8.1259861,6,10.647972
8,5,1980,43192.98,9.7085524,8.8534298,9.8902445,11.505383,11.642698,8.1820564,5.9000001,10.673433
8,5,1981,44311.68,9.7246523,8.9133711,9.9112644,11.594384,11.679668,8.225771,6.8000002,10.699003
8,5,1982,45492,9.7381973,8.963748,9.9390697,11.625074,11.680987,8.2326794,8.1999998,10.725292
8,5,1983,47116.82,9.7574415,9.0098848,9.9828005,11.643529,11.74659,8.2701159,8.6000004,10.760386
8,5,1984,48538.98,9.775527,9.0459242,10.019372,11.664936,11.824607,8.3438396,6.3000002,10.790122
8,5,1985,50336.629,9.7918901,9.0788088,10.07243,11.701226,11.885668,8.3916302,6,10.826488
8,5,1986,52309.371,9.8141127,9.1239157,10.120502,11.818003,11.933404,8.4336815,5.6999998,10.864931
9,5,1970,18270.439,8.9870958,7.646244,9.0092611,10.635802,10.671394,7.3508372,4.0999999,9.8130398
9,5,1971,19275.619,9.0134945,7.6724925,9.0953817,10.685857,10.724104,7.37957,3.9000001,9.8665962
9,5,1972,20167.449,9.0399532,7.6804204,9.1662359,10.72333,10.807746,7.4355559,4.0999999,9.9118252
9,5,1973,21015.051,9.0683174,7.7264595,9.2174616,10.766842,10.874721,7.4969296,3.9000001,9.9529943
9,5,1974,21882.27,9.1054382,7.8319902,9.245533,10.819175,10.866471,7.510704,5,9.993432
9,5,1975,22713.539,9.1261816,7.9364705,9.2801666,10.864021,10.837618,7.470623,8.6000004,10.030717
9,5,1976,23556.369,9.1532955,8.0161104,9.3130302,10.938233,10.905387,7.5170317,8.1000004,10.067151
9,5,1977,24124.15,9.1719646,8.0637016,9.3346443,10.950668,10.969663,7.5634084,6.9000001,10.090969
9,5,1978,24622.131,9.184598,8.083477,9.3618402,10.979218,11.028531,7.6256437,5.6999998,10.111401
9,5,1979,25631.199,9.2158022,8.1159897,9.4115543,11.016438,11.0639,7.662703,5.0999999,10.151566
9,5,1980,26685.369,9.2388992,8.1494513,9.4676285,11.05629,11.070007,7.6775856,6.4000001,10.191871
9,5,1981,27546.85,9.2592812,8.18155,9.5082865,11.120443,11.102729,7.6955762,6.4000001,10.223643
9,5,1982,28209.029,9.2704983,8.2078323,9.5410395,11.146889,11.10895,7.6968942,7.8000002,10.247397
9,5,1983,28996.859,9.3043566,8.2450428,9.5611649,11.162463,11.177243,7.7317114,7.5,10.274942
9,5,1984,29702.75,9.3268995,8.2679214,9.5866976,11.17919,11.274631,7.8033123,6,10.298995
9,5,1985,30068.26,9.3319311,8.2756205,9.6056461,11.211545,11.332135,7.8515835,6.5,10.311225
9,5,1986,30991.33,9.3556213,8.3000889,9.6423473,11.332102,11.394446,7.8907323,5.9000001,10.341463
10,8,1970,3410.22,7.6934772,5.589344,6.8550611,9.1271839,8.8783579,5.336576,5.8000002,8.134532
10,8,1971,3579.6699,7.7304735,5.5470119,6.9532256,9.1578331,8.8894463,5.3803582,6.3000002,8.1830263
10,8,1972,3676.22,7.7637525,5.5129042,6.9797411,9.1856785,8.9743652,5.4659481,6.1999998,8.2096405
10,8,1973,3737.6599,7.7828822,5.4679756,7.0044374,9.2352228,9.0302563,5.5282378,5.5999999,8.2262154
10,8,1974,3813.9399,7.8107743,5.4313612,7.01969,9.2803946,9.1016407,5.5864992,6,8.246418
10,8,1975,3942.3701,7.8365278,5.4374704,7.0742102,9.317812,9.1159201,5.6094718,6.1999998,8.2795372
10,8,1976,4105.5801,7.8489609,5.5212207,7.1643801,9.4255962,9.180809,5.6733232,5.6999998,8.3201027
10,8,1977,4255.8398,7.8658209,5.605361,7.2278876,9.433341,9.2070351,5.7281499,6.0999999,8.3560476
10,8,1978,4398.0498,7.891398,5.6670494,7.2687111,9.4582453,9.2898903,5.8030243,5.5999999,8.388917
10,8,1979,4522.1899,7.9102163,5.6995735,7.3122001,9.492816,9.2987175,5.8230457,5.5999999,8.4167519
10,8,1980,4605.7002,7.9159465,5.7813916,7.3400893,9.5303326,9.3058319,5.7990928,7.9000001,8.43505
10,8,1981,4667.3101,7.9205375,5.820261,7.3632798,9.5330734,9.3019161,5.7924037,7.5,8.4483385
10,8,1982,4699.9502,7.9190836,5.8503041,7.3798566,9.5482616,9.2526331,5.7436442,9.8999996,8.455307
10,8,1983,4710.0298,7.9217968,5.8852148,7.3737698,9.5488558,9.29459,5.7617369,9.8000002,8.4574499
10,8,1984,4769.7598,7.9355087,5.9296956,7.3771024,9.5503082,9.3291893,5.8006067,7.1999998,8.4700508
10,8,1985,4819.3198,7.9508653,5.9478784,7.3767333,9.5673618,9.3771248,5.817111,8,8.4803877
10,8,1986,4890.9199,7.9676509,6.0073624,7.3767834,9.5187187,9.3649483,5.7936234,8.6999998,8.4951353
11,3,1970,52197.488,10.068275,8.7580891,10.010218,11.651477,11.889936,8.3769188,4.0999999,10.86279
11,3,1971,53805.621,10.079189,8.7916536,10.059844,11.693438,11.90836,8.3655329,5.0999999,10.893133
11,3,1972,55540.359,10.110614,8.8062353,10.096661,11.729967,11.947386,8.3698063,5.0999999,10.924865
11,3,1973,57288.301,10.144399,8.8258524,10.127916,11.771545,12.002272,8.4044495,4.0999999,10.955852
11,3,1974,58984.18,10.158366,8.8688354,10.168582,11.822557,11.993652,8.421937,4.5,10.985024
11,3,1975,60139.25,10.168497,8.9013968,10.193474,11.867509,11.96633,8.3936462,7.0999999,11.004418
11,3,1976,61104.398,10.178285,8.9257002,10.213039,11.855319,12.002192,8.4263268,6.5,11.020339
11,3,1977,62200.828,10.197482,8.9450197,10.229033,11.893316,12.035444,8.4458046,6.1999998,11.038123
11,3,1978,63096.48,10.21465,8.9878187,10.232477,11.924077,12.065471,8.4740353,6,11.052421
11,3,1979,63642.809,10.212707,9.0468035,10.236534,11.96242,12.065759,8.4929008,5.5,11.061042
11,3,1980,64003.031,10.212352,9.1102343,10.22984,12.003684,12.018067,8.4867954,8.3000002,11.066686
11,3,1981,64549.301,10.21853,9.1615324,10.226272,11.922973,12.019917,8.4621668,8.5,11.075185
11,3,1982,65064.199,10.224429,9.2319059,10.213824,11.949929,11.981541,8.432354,11,11.08313
11,3,1983,64751.988,10.221323,9.2530203,10.197386,11.964611,11.988265,8.4186096,11,11.07832
11,3,1984,64460.25,10.225228,9.2577705,10.180512,11.979096,12.064521,8.4494066,9.1000004,11.073804
11,3,1985,64487.379,10.233208,9.2622633,10.171331,12.012455,12.092304,8.4670153,9,11.074224
11,3,1986,64726.051,10.243581,9.26651,10.167647,11.990395,12.12187,8.474432,8.1000004,11.077919
12,3,1970,20813.65,9.0943642,7.942668,9.1153517,11.061104,10.946746,7.5224004,5,9.9433641
12,3,1971,21665.6,9.1204433,7.9792018,9.1701164,11.090241,10.977466,7.5181184,5.6999998,9.9834814
12,3,1972,22368.039,9.1475382,7.9827371,9.2150106,11.12318,11.028628,7.5610695,4.5,10.015388
12,3,1973,23230.939,9.1794987,7.9887094,9.267396,11.158958,11.105469,7.6148548,4.1999998,10.05324
12,3,1974,23652.301,9.2017012,7.9787016,9.2891674,11.204345,11.071517,7.6164804,5.9000001,10.071216
12,3,1975,23945.551,9.2141447,7.9836245,9.3033648,11.249263,11.021902,7.5713191,8.6000004,10.083538
12,3,1976,24259.119,9.2280188,8.0122366,9.3113708,11.221719,11.089485,7.6127324,6.0999999,10.096548
12,3,1977,24506.311,9.2504339,8.0110598,9.3131781,11.257749,11.139424,7.6563373,5.6999998,10.106686
12,3,1978,24639.619,9.2609329,8.0151224,9.314188,11.286816,11.180483,7.6987095,5.6999998,10.112111
12,3,1979,24744.99,9.2625532,8.0335808,9.3170605,11.323484,11.185074,7.7125778,6.4000001,10.116379
12,3,1980,24799.68,9.2661562,8.0526915,9.3132048,11.362245,11.126233,7.6636424,9.6000004,10.118586
12,3,1981,24976.641,9.2704544,8.0740728,9.3189163,11.294327,11.129247,7.6565261,10,10.125696
12,3,1982,25108.789,9.2703724,8.1008892,9.3230152,11.318872,11.067294,7.6148052,12,10.130973
12,3,1983,24983.98,9.2646494,8.0968571,9.3184538,11.330919,11.085383,7.6155448,11,10.12599
12,3,1984,24835.6,9.2574139,8.1050177,9.309514,11.33794,11.170083,7.6602559,8.6000004,10.120033
12,3,1985,24905.939,9.2622356,8.124506,9.3053846,11.360353,11.20357,7.6818371,7.9000001,10.122862
12,3,1986,24924.85,9.2655106,8.1247931,9.3038731,11.374284,11.237488,7.7060728,6.8000002,10.123621
13,4,1970,14728.51,9.0693378,7.2280254,8.4480877,10.416325,10.280999,6.7763929,3.7,9.5975399
13,4,1971,15311.03,9.0968342,7.2802563,8.5036354,10.457932,10.285752,6.7829852,4.1999998,9.6363287
13,4,1972,15657.48,9.120862,7.3185792,8.518259,10.487012,10.346858,6.815969,3.5999999,9.6587038
13,4,1973,16006.47,9.1510572,7.3188376,8.5318098,10.537253,10.428157,6.8682866,2.9000001,9.680748
13,4,1974,16159.2,9.1665621,7.3251491,8.5310049,10.583057,10.422013,6.906755,3,9.6902447
13,4,1975,16414.32,9.177557,7.3574033,8.5504503,10.622997,10.445172,6.9064546,4.3000002,9.7059097
13,4,1976,16766.52,9.1870747,7.427834,8.5781622,10.68896,10.484362,6.9439907,4,9.7271395
13,4,1977,17166.76,9.2051325,7.5080795,8.5934095,10.750422,10.526132,6.9839754,4,9.7507305
13,4,1978,17407.43,9.2142315,7.5868287,8.5934839,10.778488,10.573545,7.0203695,4,9.7646523
13,4,1979,17722.68,9.2214994,7.656569,8.6117706,10.812829,10.593204,7.031476,4.0999999,9.7826004
13,4,1980,17928.92,9.2285099,7.6723671,8.6300573,10.849925,10.569238,7.0120254,5.8000002,9.7941704
13,4,1981,18050.52,9.2290363,7.6753373,8.6494923,10.77866,10.612262,6.9926476,6.9000001,9.80093
13,4,1982,18141.76,9.2289553,7.6651912,8.669239,10.793405,10.535664,6.948801,8.5,9.8059721
13,4,1983,18240.5,9.2288733,7.6889224,8.6775112,10.794081,10.489523,6.9473605,8.1000004,9.8113995
13,4,1984,18203.48,9.2299309,7.7198095,8.6574955,10.794292,10.563698,6.9797969,7,9.8093681
13,4,1985,18288.609,9.2385769,7.7492709,8.6451187,10.815405,10.580099,6.9793315,8,9.8140335
13,4,1986,18436.18,9.249321,7.780654,8.6384974,10.673826,10.607203,6.9789591,7,9.8220701
14,4,1970,11115.57,8.6976509,7.2789187,8.20994,10.410539,10.177742,6.5203266,4.8000002,9.316102
14,4,1971,11595.03,8.7157326,7.3235602,8.2893734,10.437553,10.201738,6.5188522,5.5,9.3583317
14,4,1972,11854.06,8.7365637,7.331584,8.3186932,10.459173,10.251677,6.5757728,4,9.3804255
14,4,1973,12137.4,8.7591228,7.322319,8.3558903,10.496238,10.291671,6.637651,3.0999999,9.404047
14,4,1974,12412.46,8.7777901,7.3411598,8.3851328,10.534457,10.292349,6.6720328,3.5,9.4264565
14,4,1975,12792.34,8.7861204,7.3773527,8.444663,10.566902,10.293162,6.6861105,4.5999999,9.4566021
14,4,1976,13023.89,8.7991219,7.3981681,8.4685221,10.628196,10.330551,6.7271919,4.1999998,9.4745407
14,4,1977,13386.6,8.8178234,7.4334893,8.505394,10.627311,10.342774,6.7696419,4.0999999,9.5020094
14,4,1978,13726.24,8.8292236,7.4715281,8.5444136,10.652019,10.380715,6.8161879,3,9.5270643
14,4,1979,14157.68,8.8339844,7.516542,8.6044531,10.684866,10.42466,6.8530879,3.4000001,9.558013
14,4,1980,14479.94,8.8421469,7.5440307,8.6430664,10.720658,10.399525,6.8508673,4.5,9.5805197
14,4,1981,14855.02,8.8563347,7.5771375,8.6798677,10.776011,10.425461,6.8561463,4.1999998,9.6060934
14,4,1982,15082.15,8.8684359,7.6099367,8.6927986,10.811129,10.412922,6.8258944,6.3000002,9.6212673
14,4,1983,15062.88,8.8749628,7.6274762,8.6756229,10.813532,10.423411,6.8261113,6.0999999,9.6199884
14,4,1984,15116.06,8.8787317,7.6598501,8.6685295,10.818963,10.479595,6.8677664,5.1999998,9.6235132
14,4,1985,15145.49,8.885005,7.6879697,8.6553383,10.840322,10.50671,6.8751287,5,9.6254578
14,4,1986,15216.66,8.8971062,7.7109132,8.6435242,10.846367,10.539615,6.8924384,5.4000001,9.630146
15,6,1970,16035.09,9.1073446,7.4423523,8.5767841,10.326323,10.379163,6.8135543,5,9.6825352
15,6,1971,16706.92,9.1356649,7.4450088,8.6508789,10.367936,10.412592,6.8367963,5.5,9.7235785
15,6,1972,17169.23,9.1702042,7.4434767,8.6748734,10.404097,10.473082,6.8959861,4.8000002,9.7508745
15,6,1973,17697.131,9.2111807,7.4519267,8.6937561,10.435279,10.526882,6.9456291,4.4000001,9.7811575
15,6,1974,18263.75,9.2469339,7.4806819,8.7189236,10.484078,10.530975,6.9715748,4.5,9.8126736
15,6,1975,18624.449,9.2596798,7.5531344,8.7342339,10.528524,10.510995,6.9637575,7.3000002,9.8322306
15,6,1976,18945.26,9.267477,7.6108379,8.7542067,10.635556,10.574849,7.0058799,5.5999999,9.849309
15,6,1977,19294.6,9.2781582,7.6615224,8.7746086,10.668628,10.624663,7.0460377,4.6999998,9.8675804
15,6,1978,19572.859,9.2882128,7.6823716,8.7938004,10.701055,10.671232,7.0982928,5.1999998,9.8818989
15,6,1979,19948.68,9.3072739,7.7170043,8.8075619,10.738198,10.696209,7.127212,5.5999999,9.900918
15,6,1980,20585.01,9.338501,7.7677674,8.832655,10.776421,10.660478,7.0983758,8,9.9323187
15,6,1981,21116.391,9.3691511,7.7834282,8.8529139,10.778622,10.682697,7.0867381,8.3999996,9.9578047
15,6,1982,21308.34,9.3871374,7.7791448,8.8514071,10.802468,10.652211,7.0567784,11,9.9668541
15,6,1983,21162.34,9.3933363,7.7685547,8.8230886,10.814178,10.661204,7.0495152,12,9.9599781
15,6,1984,21032.34,9.3973427,7.7622771,8.7987251,10.821113,10.736353,7.1015115,9.3000002,9.9538164
15,6,1985,21052.49,9.4068632,7.7644572,8.7834702,10.84223,10.752634,7.1311388,9.5,9.9547739
15,6,1986,20959.34,9.4041843,7.7572093,8.7767677,10.857293,10.768527,7.1499953,9.3000002,9.9503393
16,7,1970,19638.311,9.199419,7.8863897,8.8658934,11.490705,11.045574,6.9408031,6.5999999,9.8852377
16,7,1971,20066.641,9.2264748,7.9138794,8.8775215,11.507751,11.079847,6.9621487,7,9.9068136
16,7,1972,20887.68,9.2488108,7.9266639,8.9522572,11.515917,11.118979,7.0287333,6.0999999,9.9469147
16,7,1973,21408.199,9.2691946,7.9132357,8.9957571,11.526201,11.113939,7.0699592,6,9.971529
16,7,1974,21787.15,9.2878466,7.9061494,9.0200682,11.549854,11.080895,7.1072617,6.6999998,9.9890757
